Commentaire_Cluster;Commentaire_Count;Commentaire_PerMille;Description_Cluster;Description_Count;Description_PerMille
detail mangelhaft;4;0.08;nan;4;1000.0
derzeitige korrosion ohne nennenswerten querschnittsverlust;18;0.37;nan;18;1000.0
stk undichte bindstellen;14;0.29;nan;14;1000.0
stk bis mm;17;0.35;nan;17;1000.0
aufkommende sträucher und baumarten;5;0.1;nan;5;1000.0
zahlreiche längs- und querrisse teils vergossen;5;0.1;nan;5;1000.0
undichter fahrbahnübergang;79;1.64;nan;79;1000.0
pfosten sind lose beweglich;8;0.17;nan;8;1000.0
spröde und gerissene fugenabdichtung;10;0.21;nan;10;1000.0
von leitschrankenpfosten;9;0.19;nan;9;1000.0
durch wasser von fbü;3;0.06;nan;3;1000.0
keine fuge;6;0.12;nan;6;1000.0
stahl hohlliegend;4;0.08;nan;4;1000.0
aus bauzeit jetzt trocken;4;0.08;nan;4;1000.0
infolge undichtem fbü;15;0.31;nan;15;1000.0
zahlreiche bei übergang pfosten konsolkopf;3;0.06;nan;3;1000.0
mehrere kleine anprallschäden;3;0.06;nan;3;1000.0
stark korrodiert;3;0.06;nan;3;1000.0
bis 5cm tief;3;0.06;nan;3;1000.0
grossflächig bis m2 mit korrodierter bewehrung;3;0.06;nan;3;1000.0
zahlreiche in beschichtung;3;0.06;nan;3;1000.0
verzinkung abgewittert mit rostflecken lokal teilweise starke korrosion;6;0.12;nan;6;1000.0
gerissene muffen;3;0.06;nan;3;1000.0
teils hohlliegender mörtel;3;0.06;nan;3;1000.0
stk querriss;4;0.08;nan;4;1000.0
mit kalksinterungen und rostflecken;3;0.06;nan;3;1000.0
betrifft brückenträger;5;0.1;nan;5;1000.0
von drähten;3;0.06;nan;3;1000.0
ablösung der beschichtung grossflächig;7;0.15;nan;7;1000.0
netzartige risse bis ca mm rissbreite mit gelartigen ausscheidungen;23;0.48;nan;23;1000.0
rauhe betonoberfläche;6;0.12;nan;6;1000.0
fissures de rag fissures supérieures mm;13;0.27;nan;13;1000.0
evtl aus bauzeit;13;0.27;nan;13;1000.0
vergossen;7;0.15;nan;7;1000.0
lokale korrosionsspuren;6;0.12;nan;6;1000.0
wurden vergossen;3;0.06;nan;3;1000.0
graffiti;7;0.15;nan;7;1000.0
zementüberzug hohlliegend;3;0.06;nan;3;1000.0
falsche seite;3;0.06;nan;3;1000.0
risse im belag;5;0.1;nan;5;1000.0
zahlreiche lunkern;5;0.1;nan;5;1000.0
versatz ca cm;3;0.06;nan;3;1000.0
einzelne schwindrisse mit kalkaussinterungen;30;0.62;nan;30;1000.0
korrosionsschutz;3;0.06;nan;3;1000.0
anschlussdetail im konsolkopf mangelhaft;4;0.08;nan;4;1000.0
fugen offen;4;0.08;nan;4;1000.0
schrauben und profile leicht;4;0.08;nan;4;1000.0
befunde zusammengefasst;5;0.1;nan;5;1000.0
fugenkitt gerissen abgelöst spröde;3;0.06;nan;3;1000.0
fugen undicht;6;0.12;nan;6;1000.0
zahlreiche korrodierte bewehrungsstäbe;7;0.15;nan;7;1000.0
infolge undichter fugen;3;0.06;nan;3;1000.0
leicht undicht;3;0.06;nan;3;1000.0
aus bauzeit;13;0.27;nan;13;1000.0
behoben;14;0.29;nan;14;1000.0
dépôts de carbonate de calcium haute teneur en chlorure en surface;6;0.12;nan;6;1000.0
leicht schadhafter korrosionsschutz;9;0.19;nan;9;1000.0
teils wasserführend;15;0.31;nan;15;1000.0
stk schwindriss mit kalkaussinterungen mit rostflecken;7;0.15;nan;7;1000.0
aufkommender bewuchs;10;0.21;nan;10;1000.0
wurde repariert;4;0.08;nan;4;1000.0
oberflächliche korrosion;7;0.15;nan;7;1000.0
öffnungen im diagonalgeflecht;3;0.06;nan;3;1000.0
abgelöstes dichtungsprofil;8;0.17;nan;8;1000.0
leichte verschlechterung des korrosionsschutzes;5;0.1;nan;5;1000.0
mehrere schwindrisse mit kalksinterungen;15;0.31;nan;15;1000.0
io 551 belag;3;0.06;nan;3;1000.0
schäden durch steinschlag und geröll;5;0.1;nan;5;1000.0
infolge undichtem fahrbahnübergang;4;0.08;nan;4;1000.0
fissures de largeur non sup 3mm et de longueur non sup 300cm;38;0.79;fissures de retrait fissures dues la corrosion des armatures fissures dues des déformations empêchées;3;111.11
fissures de largeur non sup 3mm et de longueur non sup 300cm;38;0.79;fissure de retrait variation de température;12;444.44
fissures de largeur non sup 3mm et de longueur non sup 300cm;38;0.79;fissures verticales fissures de retrait fissures dues la corrosion des armatures fissures de début de rag;12;444.44
venue eau depuis la partie sup de ouvrage défaut au niveau de étanchéité surface fortement altérée;3;0.06;dépôts de carbonate de calcium haute teneur en chlorure en surface;3;1000.0
mehrere frühschwindrisse evtl aar beginnend;12;0.25;nan;12;1000.0
fugenkitt spröde und gerissen teils abgelöst teils mit bewuchs;3;0.06;nan;3;1000.0
randsteine abgelöst verschiebung oben bis 20 mm;3;0.06;nan;3;1000.0
verfüllung von geländerpfosten risse durch frost teils mit abplatzungen;6;0.12;nan;6;1000.0
voir constatation de même type supprimer;23;0.48;nan;23;1000.0
betrifft belag gehweg;3;0.06;nan;3;1000.0
stk holzeinlagen;3;0.06;nan;3;1000.0
teils mit bewuchs;8;0.17;nan;8;1000.0
stk kleine nägel;9;0.19;nan;9;1000.0
non migré;11;0.23;nan;2;400.0
non migré;11;0.23;travaux en cours au droit des piles dans le cadre de uplans ep martigny;1;200.0
non migré;11;0.23;traité dans le cadre de uplans ep martigny;2;400.0
durchgehende risse von ok bankett bis uk konsole zwischendecke eigentliche rissbreite bis ca 5mm in beschichtung bis ca mm;4;0.08;nan;4;1000.0
von belagsentwässerung;3;0.06;nan;3;1000.0
migré dans caisson;23;0.48;fissures 45 proximité des deux entretoises fissures de largeur non sup 3mm et de longueur non sup 200cm;2;200.0
migré dans caisson;23;0.48;nan;2;200.0
migré dans caisson;23;0.48;remplacement renforcement équipements les éléments ne semblent pas dater de époque de la réalisation de ouvrage;2;200.0
migré dans caisson;23;0.48;rhabillages en surface;2;200.0
migré dans caisson;23;0.48;efflorescences en surface;2;200.0
venue eau depuis la partie sup de ouvrage surface fortement altérée;7;0.15;dépôts de carbonate de calcium haute teneur en chlorure en surface;4;1000.0
migré dans paroi sud;7;0.15;nan;6;1000.0
stk staketen krumm;4;0.08;nan;4;1000.0
mehrere querrisse;4;0.08;nan;4;1000.0
teils mit kleinen ausbrüchen;3;0.06;nan;3;1000.0
undichte fuge mit rostflecken;6;0.12;nan;6;1000.0
leicht efeu etc;3;0.06;nan;3;1000.0
krumm;4;0.08;nan;4;1000.0
non vu non migré;4;0.08;traité dans le cadre de uplans ep martigny;2;666.67
non vu non migré;4;0.08;travaux en cours au droit des piles dans le cadre de uplans ep martigny;1;333.33
migré dans entretoise pile sion;3;0.06;efflorescences en surface;1;500.0
migré dans entretoise pile sion;3;0.06;nan;1;500.0
ungesicherte einlaufroste;5;0.1;nan;5;1000.0
arbeitsfuge mit kalkaussinterung;4;0.08;nan;4;1000.0
efflorescences en surface avec taches de rouille et corrosion armatures;3;0.06;venue eau depuis la partie sup de ouvrage étanchéité du tablier localement compromise;3;1000.0
mehrere korrodierte bewehrungsstäbe;17;0.35;nan;17;1000.0
sträucher moos;11;0.23;nan;11;1000.0
einzelne korrodierte bewehrungsstäbe;3;0.06;nan;3;1000.0
réfection des joints;3;0.06;interventions entretien courant;2;666.67
réfection des joints;3;0.06;nan;1;333.33
efflorescences en surface sans taches de rouille;3;0.06;venue eau depuis la partie sup de ouvrage étanchéité du tablier localement compromise;3;1000.0
ablösung der beschichtung mehrere kleine stellen;3;0.06;nan;3;1000.0
mehrere längs- und querrisse;15;0.31;nan;15;1000.0
mehrere kiesnester;3;0.06;nan;3;1000.0
risse in den mauerfugen;7;0.15;nan;7;1000.0
je bis stk schwindrisse;5;0.1;nan;5;1000.0
mehrere kleine distanzhalter etc;7;0.15;nan;7;1000.0
ablösung der flanken bis ca cm;14;0.29;nan;14;1000.0
korrodierte schrauben;7;0.15;nan;7;1000.0
zahlreiche teils vergossen;6;0.12;nan;6;1000.0
ablösung der flanken bis cm teils mit kleinen ma ausbrüchen;3;0.06;nan;3;1000.0
fissures de largeur vraisemblablement sup 3mm et de longueur non sup 600cm;4;0.08;fissures transversales fissures dues des déformations empêchées;4;1000.0
stk teils mit kalkaussinterung;8;0.17;nan;8;1000.0
stk bis 400 cm2 mit korrodierter bewehrung teils in flickstelle;9;0.19;nan;9;1000.0
trocken alt;4;0.08;nan;4;1000.0
infolge fbü-stahlprofil;4;0.08;nan;4;1000.0
ablösung dichtungsprofil;3;0.06;nan;3;1000.0
stk querrisse mit kalkaussinterungen;3;0.06;nan;3;1000.0
einzelne kleinere taschen mit abgelagerten losen steinen vorhanden;5;0.1;nan;5;1000.0
mit rostflecken undichter fahrbahnübergang;3;0.06;nan;3;1000.0
le béton éclaté plusieurs endroits en raison de la forte corrosion des armatures;10;0.21;surface fortement altérée eau venue depuis la partie sup de ouvrage fortement détérioré le béton et les armatures de la dalle inférieure;9;1000.0
risse in den mörtelfugen der mauer;3;0.06;nan;3;1000.0
relevé dans la dalle de roulement;3;0.06;nan;3;1000.0
entlang des netzes sind sämtliche drahtbinder welche das sekundärgeflecht an das ringnetz verbinden rostig derzeitiger zustand ist annehmbar;4;0.08;nan;4;1000.0
stark schlagend und vibrierend;3;0.06;nan;3;1000.0
fissures dues des déformations empêchées fissures de retrait fissures supérieures mm sur toute la hauteur;4;0.08;nan;4;1000.0
les tâches de rouilles identifiées lors de ancienne inspection du 30 03 2016 ont été traîtées;4;0.08;nan;4;1000.0
mehrere kleine binddrähte nägel etc;8;0.17;nan;8;1000.0
starke absandung der betonoberfläche;4;0.08;nan;4;1000.0
anzahl grösse bis 100cm2 mit korrodierter bewehrung;12;0.25;nan;12;1000.0
mörtel lose;3;0.06;nan;3;1000.0
aar beginnend oder schwindrisse;11;0.23;nan;11;1000.0
die drahtseilklemmen sind ungewöhnlich weit auseinander;3;0.06;nan;3;1000.0
einzelne längs- und querrisse;9;0.19;nan;9;1000.0
wenige;3;0.06;nan;3;1000.0
rhabillage de surface;5;0.1;intervention assainissement;3;1000.0
fuge gerissen oder keine vorhanden;8;0.17;nan;8;1000.0
teils mit rostflecken;6;0.12;nan;6;1000.0
avec efflorescences en surface;3;0.06;nan;2;1000.0
perte adhérence du revêtement;3;0.06;morceaux du rhabillage qui se détachent;3;1000.0
mehrere rostflecken;8;0.17;nan;8;1000.0
verfüllung von alten ls pfosten;4;0.08;nan;4;1000.0
alte belagsentwässerungen;4;0.08;nan;4;1000.0
mehrere korrodierte bewehrungsstäbe mit abplatzungen;18;0.37;nan;18;1000.0
anzahl stk grösse cm2 100 mit korrodierter bewehrung;3;0.06;nan;3;1000.0
spröd;12;0.25;nan;12;1000.0
undichte belagsentwässerung;3;0.06;nan;3;1000.0
je stk teils vergossen;3;0.06;nan;3;1000.0
undicht mit kalkaussinterung;3;0.06;nan;3;1000.0
grossflächig hohlliegender mörtel;5;0.1;nan;5;1000.0
ablösung der beschichtung mechanische beschädigung;4;0.08;nan;4;1000.0
schneepflug schäden;4;0.08;nan;4;1000.0
ragréages localisés et réfection des joints;5;0.1;nan;4;800.0
ragréages localisés et réfection des joints;5;0.1;interventions entretien courant;1;200.0
dichtungsprofil gerissen undicht;3;0.06;nan;3;1000.0
stk diagonalrisse mit kalkaussinterungen;4;0.08;nan;4;1000.0
fissures jusqu mm surface fortement altérée;5;0.1;faïencage de la surface dû un phénomène vraisemblablement de rag couplé avec un phénomène de gel-dégel;5;1000.0
lokale nassstelle wasserführend;4;0.08;nan;4;1000.0
fissures inférieures mm;15;0.31;faïencage de la surface dû un phénomène vraisemblablement de rag couplé avec un phénomène de gel-dégel;3;333.33
fissures inférieures mm;15;0.31;fissures dues des déformations empêchées dues la corrosion de armature de début de rag;4;444.44
fissures inférieures mm;15;0.31;nan;2;222.22
fissures vraisemblablement inférieures mm;3;0.06;nan;2;1000.0
zahlreiche schwind frühschwindrisse fehlende vor- und nachbehandlung bei der instandsetzung teils mit kalkaussinterungen;4;0.08;nan;4;1000.0
zahlreiche kleine stahlfasern;6;0.12;nan;6;1000.0
mechanische beschädigung vermutlich von mäharbeiten;3;0.06;nan;3;1000.0
keine leiter vorhanden;4;0.08;nan;4;1000.0
mehrere bei pfostenfüllungen;5;0.1;nan;5;1000.0
leicht moos;6;0.12;nan;6;1000.0
einzelne blöcke nicht frostsicher;6;0.12;nan;6;1000.0
einzelne kleine binddrähte;6;0.12;nan;6;1000.0
stk mit abplatzung;3;0.06;nan;3;1000.0
hohlliegender mörtel;11;0.23;nan;11;1000.0
gerissene mörtelfuge inkl abplatzungen;3;0.06;nan;3;1000.0
keine belagsfuge vorhanden;9;0.19;nan;9;1000.0
einzelne kleine distanzhalter;3;0.06;nan;3;1000.0
verwitterte oberfläche mit einzelnen kornausbrüchen;8;0.17;nan;8;1000.0
ungenügender korrosionsschutz;3;0.06;nan;3;1000.0
fledermauskot;4;0.08;nan;4;1000.0
aar beginnend netzrisse mit kalkaussinterungen;4;0.08;nan;4;1000.0
dégât localisé;6;0.12;nan;6;1000.0
einzelne teils vergossen;5;0.1;nan;5;1000.0
non relevée;10;0.21;nan;8;1000.0
début de rag;4;0.08;nan;4;1000.0
verfüllung von geländerpfosten risse und abplatzungen durch frost;8;0.17;nan;8;1000.0
fehlender korrosionsschutz;21;0.44;nan;21;1000.0
stk grossflächig mit korrodierter bewehrung;8;0.17;nan;8;1000.0
mangelhaftes detail;7;0.15;nan;7;1000.0
inférieures mm;7;0.15;nan;6;857.14
inférieures mm;7;0.15;fissures de retrait;1;142.86
zerfall;3;0.06;nan;3;1000.0
unfallschaden;3;0.06;nan;3;1000.0
non constaté;25;0.52;nan;19;1000.0
mehrere kleine binddrähte;7;0.15;nan;7;1000.0
rissbildung infolge aar rissbreite bis mm;3;0.06;nan;3;1000.0
mehrere schwindrisse teils mit rostflecken;3;0.06;nan;3;1000.0
mit rostflecken mit kalkaussinterung;6;0.12;nan;6;1000.0
befund in bauwerksteil 403 verschoben kann hier gelöscht werden;4;0.08;nan;4;1000.0
spröde abdeckung der dämmung besonders im fussbereich;4;0.08;nan;4;1000.0
ungenügendes detail;4;0.08;nan;4;1000.0
spröde zerfällt;4;0.08;nan;4;1000.0
netz schwindrisse in beschichtung teils mit kalkaussinterungen;3;0.06;nan;3;1000.0
stark verwitterte oberfläche mit kornausbrüchen und abplatzungen;6;0.12;nan;6;1000.0
alle pfosten;4;0.08;nan;4;1000.0
undichte rohrdurchführung mit kalkaussinterungen;4;0.08;nan;4;1000.0
oberflächlich;3;0.06;nan;3;1000.0
mit kalkaussinterungen mit rostflecken undichter fbü;3;0.06;nan;3;1000.0
stk schwindriss mit kalkaussinterungen aus bauzeit;3;0.06;nan;3;1000.0
schacht voll wasser deckel nicht dicht;6;0.12;nan;6;1000.0
einzelne nägel und binddrähte;3;0.06;nan;3;1000.0
teils mit rissen;3;0.06;nan;3;1000.0
von undichtem belagsentwässerungsrohr;3;0.06;nan;3;1000.0
pas observé lors de inspection;3;0.06;nan;1;1000.0
zahlreiche frühschwindrisse oder aar beginnend;3;0.06;nan;3;1000.0
von geländerpfosten;3;0.06;nan;3;1000.0
ouverture max non mesurable estimée 5mm trame irrégulière avec dépôts de calcite;3;0.06;nan;3;1000.0
sprödes gummiprofil;4;0.08;nan;4;1000.0
staub algen;3;0.06;nan;3;1000.0
tâches rondes probablement datant de la construction sans danger particulier;3;0.06;nan;3;1000.0
schilf;3;0.06;nan;3;1000.0
ungesicherte schachtabdeckungen;4;0.08;nan;4;1000.0
ablösung der os;6;0.12;nan;6;1000.0
enrobage insuffisant;3;0.06;nan;2;1000.0
abstand zwischen den einzelnen drahtseilklemmen ist grenzwertig;3;0.06;nan;3;1000.0
weist geringfügige rostspuren auf;3;0.06;nan;3;1000.0
stk mit betonabplatzung bis 100 cm2;5;0.1;nan;5;1000.0
mehrere kleine rostflecken;3;0.06;nan;3;1000.0
oberfläche stark korrodiert;4;0.08;nan;4;1000.0
ablösung der flanken teils rep;3;0.06;nan;3;1000.0
verzinkung mit ausblühungen;4;0.08;nan;4;1000.0
flugrost;5;0.1;nan;5;1000.0
stk schwindrisse pro block;15;0.31;nan;15;1000.0
seilhüllen;4;0.08;nan;4;1000.0
ablösung der flanken fugenverguss;3;0.06;nan;3;1000.0
mehrere schwindrisse teils frühschwindrisse;3;0.06;nan;3;1000.0
zum zeitpunkt der inspektion trocken;4;0.08;nan;4;1000.0
lokale rostflecken;3;0.06;nan;3;1000.0
seilspanner;10;0.21;nan;10;1000.0
fugenprofil fehlt oder abgerissen;4;0.08;nan;4;1000.0
bis stk schwindrisse pro block teils wasserführend teils mit kalkaussinterungen;3;0.06;nan;3;1000.0
netzartige risse ca bis 3mm breit die auf aar im frühen stadium hindeuten;3;0.06;nan;3;1000.0
stk scheitelriss pro block;3;0.06;nan;3;1000.0
grossflächig mit kalkablagerungen;3;0.06;nan;3;1000.0
aktuell noch keine probleme beim öffnen;4;0.08;nan;4;1000.0
unten stk bis 200 cm2 rest in fugenbereich zwängung bewegungen;3;0.06;nan;3;1000.0
einzelne kleine nägel;5;0.1;nan;5;1000.0
stk bis 100 cm2 kalktreiber;4;0.08;nan;4;1000.0
kalkausscheidungen;5;0.1;nan;5;1000.0
mehrere horizontalrisse;4;0.08;nan;4;1000.0
fehlende kontermuttern;6;0.12;nan;6;1000.0
einzelne kleine teils mit abplatzungen;3;0.06;nan;3;1000.0
fehlende endverankerung;3;0.06;nan;3;1000.0
mehrere risse 50 bis 300 cm mit kalkaussinterungen;4;0.08;nan;4;1000.0
mehrere kleine abstandhalter;5;0.1;nan;5;1000.0
fissures colmatées;3;0.06;nan;2;1000.0
fissures verticales ouverture max 3mm pas de trame identifiée pas de traces infiltrations;3;0.06;nan;3;1000.0
leichte kalkablagerungen;3;0.06;nan;3;1000.0
stk schwindrisse infolge verschmutzung von hochwasser nicht mehr alle zu sehen;3;0.06;nan;3;1000.0
fugenkitt spröde und gerissen teils mit bewuchs;3;0.06;nan;3;1000.0
mit rostflecken zu kurze belagsentwässerungsrohre;3;0.06;nan;3;1000.0
wurde nach der sanierung noch instandgesetzt;3;0.06;nan;3;1000.0
wildes harrissbild an fast allen fundamentsockeln rissbreite bis mm und risslänge bis zu 60 cm;3;0.06;nan;3;1000.0
mörtelkeil und os;7;0.15;nan;7;1000.0
mit kalkaussinterungen wasserführend;3;0.06;nan;3;1000.0
undichte fugen systembedingt;3;0.06;nan;3;1000.0
leicht in fugen;3;0.06;nan;3;1000.0
verzinkung ist abgewittert mit lokalen korrosionserscheinungen;10;0.21;nan;10;1000.0
dichter bewuchs;3;0.06;nan;3;1000.0
rissbreite bis mm;11;0.23;nan;8;1000.0
fahrbahnübergang wurde aufgehoben;3;0.06;nan;3;1000.0
verwitterte oberfläche mit kornausbrüchen teils mit rostflecken;3;0.06;nan;3;1000.0
mehrere schwindrisse teils netzartig;3;0.06;nan;3;1000.0
verzinkung ist abgewittert mit korrosionserscheinungen rostflecken;4;0.08;nan;4;1000.0
korrosionsschutz grossflächig abgenutzt daher oberflächliche korrosion mit leichtem querschnittsverlust material teilweise abblätternd;3;0.06;nan;3;1000.0
zahlreiche längs- und querrisse;4;0.08;nan;4;1000.0
schwindrisse rissbreite bis ca mm;3;0.06;nan;3;1000.0
ablösung der flanken leicht;3;0.06;nan;3;1000.0
korrodierte oberfläche;6;0.12;nan;6;1000.0
jetzt trocken;3;0.06;nan;3;1000.0
infolge graffiti entfernung;4;0.08;nan;4;1000.0
aus bauzeit von bewehrung schaltafeln und bojake;3;0.06;nan;3;1000.0
mehrere stellen grossflächig;3;0.06;nan;3;1000.0
keine trennung in af mit kalkaussinterungen;3;0.06;nan;3;1000.0
mehrere längsrisse;4;0.08;nan;4;1000.0
schwindriss;8;0.17;nan;8;1000.0
glatte oberfläche;3;0.06;nan;3;1000.0
je stk schwindriss mit kalkaussinterung;4;0.08;nan;4;1000.0
repris de ip 2023;18;0.37;nan;18;1000.0
mehrere schwindrisse vom vorbeton durchdrückend teils leichte ablösung der beschichtung;4;0.08;nan;4;1000.0
radspuren;3;0.06;nan;3;1000.0
leichte rostspuren;4;0.08;nan;4;1000.0
zahlreiche distanzhalter;4;0.08;nan;4;1000.0
zahlreiche nägel binddrähte und abstandhalter;5;0.1;nan;5;1000.0
evtl alte;5;0.1;nan;5;1000.0
stk bis 500 cm2 mit rostflecken;4;0.08;nan;4;1000.0
steine lokal ausgebrochen infolge erosion an diversen stellen mörtel ausgewaschen;3;0.06;nan;3;1000.0
mit kalkaussinterungen evtl alte;3;0.06;nan;3;1000.0
abgelöste spröde fugenabdichtungen silikon;4;0.08;nan;4;1000.0
diagonalriss;4;0.08;nan;4;1000.0
angerostete bewehrung;3;0.06;nan;3;1000.0
lokal angerostete bewehrung;3;0.06;nan;3;1000.0
graffiti auf der wandfläche;8;0.17;nan;8;1000.0
lokal lose mörtelfugen;3;0.06;nan;3;1000.0
einbetonierte pfosten;11;0.23;nan;11;1000.0
bewuchs über der mauerkrone;4;0.08;nan;4;1000.0
mit rostspuren;3;0.06;nan;3;1000.0
modification de la substance;5;0.1;nan;4;800.0
modification de la substance;5;0.1;détérioration des joints;1;200.0
stk nagel;6;0.12;nan;6;1000.0
mantel rostig;3;0.06;nan;3;1000.0
lokale kalkausscheidungen;8;0.17;nan;8;1000.0
querrisse;4;0.08;nan;4;1000.0
gerissene und hohlliegende ummantelung grossflächig;3;0.06;nan;3;1000.0
graffiti auf der maueroberfläche;3;0.06;nan;3;1000.0
algen moos;5;0.1;nan;5;1000.0
algen staub;16;0.33;nan;16;1000.0
deckschicht abgelöst teils mechanische schäden;11;0.23;nan;11;1000.0
schnittfläche ohne korrosionsschutz;4;0.08;nan;4;1000.0
mutter und gewi-stab ohne verzinkung;3;0.06;nan;3;1000.0
ev zwängung;3;0.06;nan;3;1000.0
ausführungsbedingte löcher von instandsetzung nicht verfüllt;4;0.08;nan;4;1000.0
fugenkitt spröde und gerissen;4;0.08;nan;4;1000.0
gewindestangen korrodiert;11;0.23;nan;11;1000.0
von undichtem fahrbahnübergang;3;0.06;nan;3;1000.0
abgewitterte farbe teils verschmutzt;15;0.31;nan;15;1000.0
abgewitterte farbe;7;0.15;nan;7;1000.0
fugen mit bewuchs;5;0.1;nan;5;1000.0
mehrere schwindrisse mit kalkaussinterungen evtl aus bauzeit;6;0.12;nan;6;1000.0
fehlender fugenverguss;3;0.06;nan;3;1000.0
ablösung der seilumhüllung;4;0.08;nan;4;1000.0
muffen korrodiert;3;0.06;nan;3;1000.0
einstiegshilfe fehlt;3;0.06;nan;3;1000.0
zahlreiche schwindrisse teils netzartig;3;0.06;nan;3;1000.0
hohlliegender versetzmörtel;3;0.06;nan;3;1000.0
1-2 schwindrisse block;4;0.08;nan;4;1000.0
undichte fugen in bordüre;3;0.06;nan;3;1000.0
stk längsriss;9;0.19;nan;9;1000.0
leicht gekrümmt;3;0.06;nan;3;1000.0
undichte fuge wasserführend mit kalkaussinterung;3;0.06;nan;3;1000.0
enrobage armature insuffisant;4;0.08;nan;3;1000.0
insgesamt stk;7;0.15;nan;3;1000.0
