Description_ngram;Count;PerMille;Associated_Comments
korrosion ist;1;0.02;
wenige daf;1;0.02;
daf r;1;0.02;
r meist;1;0.02;
meist gr;1;0.02;
als 3mm;1;0.02;
ohne funktionseinschr;1;0.02;
funktionseinschr nkung;1;0.02;
den mauerenden;1;0.02;
mauerenden starke;1;0.02;
starke auspr;1;0.02;
annehmbar bzw;1;0.02;
gung der;1;0.02;
bzw aufgrund;1;0.02;
zu 4mm;1;0.02;
4mm rissbreite;1;0.02;
rissbreite in;1;0.02;
in mauermitte;1;0.02;
mauermitte haupts;1;0.02;
chlich l;1;0.02;
mit oben;1;0.02;
oben zunehmender;1;0.02;
zunehmender rissbreite;1;0.02;
und kl;1;0.02;
kl abplatzungen;1;0.02;
abplatzungen unten;1;0.02;
schlechten unzug;1;0.02;
unzug nglichkeit;1;0.02;
nglichkeit am;1;0.02;
am st;1;0.02;
st tzenkopf;1;0.02;
tzenkopf ist;1;0.02;
hungen um;1;0.02;
ein belagsentw;1;0.02;
setzung um;1;0.02;
rund 25;1;0.02;
tief 60;1;0.02;
60 x;1;0.02;
cm bewachsen;1;0.02;
localement craquel;1;0.02;
ist das;1;0.02;
clatement dans;1;0.02;
couleur rouille;1;0.02;
dalle ouverture;1;0.02;
das anbringen;1;0.02;
steinquaderreihe sind;1;0.02;
weisen bewuchs;1;0.02;
rtelfugen zu;1;0.02;
erkennen infolge;1;0.02;
infolge dessen;1;0.02;
dessen sind;1;0.02;
die untersten;1;0.02;
untersten fugen;1;0.02;
fugen feucht;1;0.02;
sserung ist;1;0.02;
anbringen einer;1;0.02;
einer korrosionsschutzschicht;1;0.02;
korrosionsschutzschicht nicht;1;0.02;
tzmauer 1;1;0.02;
1 mit;1;0.02;
bewachsen die;1;0.02;
funktion wird;1;0.02;
wird dadurch;1;0.02;
dadurch nur;1;0.02;
nur leicht;1;0.02;
leicht eingeschr;1;0.02;
nicht verh;1;0.02;
verh ltnism;1;0.02;
ltnism ssig;1;0.02;
bewachsen haupts;1;0.02;
drahtseilklemmen angerostet;1;0.02;
ser es;1;0.02;
ist mehrheitlich;1;0.02;
mehrheitlich kein;1;0.02;
kein mauerabschluss;1;0.02;
mauerabschluss mehr;1;0.02;
neben und;1;0.02;
angerostet und;1;0.02;
unterhalb grosser;1;0.02;
grosser steine;1;0.02;
steine vermehrt;1;0.02;
vermehrt bewuchs;1;0.02;
bewuchs erkennbar;1;0.02;
aber insgesamt;1;0.02;
insgesamt auf;1;0.02;
tzmauer vereinzelt;1;0.02;
unteren berich;1;0.02;
berich ist;1;0.02;
ist bewuchs;1;0.02;
bewuchs infolge;1;0.02;
infolge losen;1;0.02;
gig oberfl;1;0.02;
ohne massgebenden;1;0.02;
massgebenden querschnittsverlust;1;0.02;
weisen leichte;1;0.02;
defektes gel;1;0.02;
gel nderende;1;0.02;
ssige korrosion;1;0.02;
messstation der;1;0.02;
der tfb;1;0.02;
tfb ag;1;0.02;
ag zu;1;0.02;
mur venue;1;0.02;
humidit suspicion;1;0.02;
relativverschiebungen von;1;0.02;
von maximal;1;0.02;
maximal ca;1;0.02;
cm es;1;0.02;
ohne nennenswerten;1;0.02;
vereinzelte ca;1;0.02;
10 steinquader;1;0.02;
steinquader stark;1;0.02;
stark bis;1;0.02;
nennenswerten querschnittsverlust;1;0.02;
verschoben die;1;0.02;
die mehrheit;1;0.02;
mehrheit der;1;0.02;
der brigen;1;0.02;
brigen steinquader;1;0.02;
steinquader in;1;0.02;
reihe weisen;1;0.02;
weisen minime;1;0.02;
minime verschiebungen;1;0.02;
bereich verschiebungen;1;0.02;
verschiebungen sind;1;0.02;
sind ersichtlich;1;0.02;
ersichtlich und;1;0.02;
bei ecke;1;0.02;
ecke hauszugang;1;0.02;
hauszugang fiel;1;0.02;
fiel ein;1;0.02;
ein steinquader;1;0.02;
querschnittsverlust auf;1;0.02;
reihe hinaus;1;0.02;
biaises 60;1;0.02;
60 deg;1;0.02;
deg ouverture;1;0.02;
et zones;1;0.02;
fauts des;1;0.02;
onnerie jeu;1;0.02;
jeu entre;1;0.02;
gravier sur;1;0.02;
partie sud;1;0.02;
du mc;1;0.02;
bois de;1;0.02;
coffrage rest;1;0.02;
rest dans;1;0.02;
eclats ponctuels;1;0.02;
ponctuels d;1;0.02;
vermehrt trocken;1;0.02;
d verglacage;1;0.02;
verglacage avec;1;0.02;
surface sur;1;0.02;
frost und;1;0.02;
oder ausf;1;0.02;
trocken bis;1;0.02;
keine verformungen;1;0.02;
verformungen oder;1;0.02;
feucht mit;1;0.02;
steinquader zu;1;0.02;
zwischen fundament;1;0.02;
und untergrund;1;0.02;
und moosbildung;1;0.02;
stirnseitig bei;1;0.02;
jeweils 1x;1;0.02;
allen wandscheiben;1;0.02;
wandscheiben vereinzelt;1;0.02;
1x fehlende;1;0.02;
bewehrung evtl;1;0.02;
evtl binder;1;0.02;
binder oder;1;0.02;
oder schalungsbefestigungsteile;1;0.02;
schalungsbefestigungsteile da;1;0.02;
da gewisse;1;0.02;
gewisse systematik;1;0.02;
systematik des;1;0.02;
des schadensbild;1;0.02;
schadensbild zu;1;0.02;
erkennen ist;1;0.02;
systematisch alle;1;0.02;
fehlende schraube;1;0.02;
2m schwindrisse;1;0.02;
nicht vorhandenes;1;0.02;
vorhandenes fugenband;1;0.02;
fugenband f;1;0.02;
den durch;1;0.02;
wasserspuren nassstellen;1;0.02;
nassstellen und;1;0.02;
korrosion im;1;0.02;
im stahlbeton;1;0.02;
stahlbeton auf;1;0.02;
der fahrbahnunterseite;1;0.02;
fahrbahnunterseite und;1;0.02;
ll rostbalken;1;0.02;
zone traversable;1;0.02;
traversable 2x;1;0.02;
corrosion localement;1;0.02;
rostbalken stark;1;0.02;
stark mit;1;0.02;
jusqu a;1;0.02;
a 1;1;0.02;
1 6mm;1;0.02;
6mm orientation;1;0.02;
geringem masse;1;0.02;
masse risse;1;0.02;
deckbeschichtung und;1;0.02;
die undichte;1;0.02;
undichte dilatationsfuge;1;0.02;
dilatationsfuge f;1;0.02;
wasserspuren kalkausscheidungen;1;0.02;
giger lokaler;1;0.02;
lokaler schaden;1;0.02;
in fahrbahnmitte;1;0.02;
fahrbahnmitte hi2015;1;0.02;
hi2015 ist;1;0.02;
llt weitere;1;0.02;
weitere kleinere;1;0.02;
kleinere risse;1;0.02;
sind entstanden;1;0.02;
zu 200;1;0.02;
material berdeckte;1;0.02;
mauerkrone entlang;1;0.02;
berdeckte st;1;0.02;
tzen sind;1;0.02;
clat autour;1;0.02;
sind in;1;0.02;
fixations des;1;0.02;
des poteau;1;0.02;
ipe des;1;0.02;
armature trace;1;0.02;
wenige fehlende;1;0.02;
fehlende muttern;1;0.02;
von alkaliaggregat;1;0.02;
alkaliaggregat reaktion;1;0.02;
reaktion netzartige;1;0.02;
obturation partielle;1;0.02;
partielle de;1;0.02;
des mat;1;0.02;
riaux accumul;1;0.02;
accumul s;1;0.02;
in ihrer;1;0.02;
premier l;1;0.02;
ment en;1;0.02;
lange risse;1;0.02;
auch ber;1;0.02;
ber arbeitsfugen;1;0.02;
arbeitsfugen weiterf;1;0.02;
weiterf hrend;1;0.02;
hrend rissbreiten;1;0.02;
ausmass abplatzungen;1;0.02;
ihrer bewegungsfreiheit;1;0.02;
risse unterhalb;1;0.02;
mauerkrone die;1;0.02;
bewegungsfreiheit eingeschr;1;0.02;
rissbreite der;1;0.02;
netzrisse betr;1;0.02;
abgerutschte b;1;0.02;
b schung;1;0.02;
t inject;1;0.02;
inject en;1;0.02;
d cembre;1;0.02;
cembre 2024;1;0.02;
2024 avec;1;0.02;
enrob coul;1;0.02;
coul chaud;1;0.02;
tement rev;1;0.02;
tement mou;1;0.02;
mou se;1;0.02;
d sagr;1;0.02;
sagr geant;1;0.02;
schung bzw;1;0.02;
rag venue;1;0.02;
bzw steine;1;0.02;
rieures 1mm;1;0.02;
eau importante;1;0.02;
importante sous;1;0.02;
eau constat;1;0.02;
corrosion du;1;0.02;
sch ttmaterial;1;0.02;
ttmaterial auf;1;0.02;
auf rostbaolken;1;0.02;
rostbaolken ausmass;1;0.02;
ausmass jeweils;1;0.02;
ton tomb;1;0.02;
tomb dans;1;0.02;
jeweils bis;1;0.02;
erkennen dass;1;0.02;
dass tempor;1;0.02;
tempor r;1;0.02;
r wasser;1;0.02;
wasser austritt;1;0.02;
rtel berzug;1;0.02;
berzug auf;1;0.02;
zu 4;1;0.02;
ndig abgeplatzt;1;0.02;
l enduit;1;0.02;
nouveau graffiti;1;0.02;
graffiti fc;1;0.02;
fc sion;1;0.02;
sion 1909;1;0.02;
m pro;1;0.02;
pro stahlschneebr;1;0.02;
cke m;1;0.02;
chtigkeit max;1;0.02;
les coupes;1;0.02;
coupes de;1;0.02;
tation ont;1;0.02;
l am;1;0.02;
am nagement;1;0.02;
nagement pour;1;0.02;
cm ok;1;0.02;
nouvelle passerelle;1;0.02;
passerelle en;1;0.02;
en direction;1;0.02;
ok erster;1;0.02;
l h;1;0.02;
h pital;1;0.02;
pital depuis;1;0.02;
le parking;1;0.02;
parking des;1;0.02;
des echutes;1;0.02;
erster rostbalken;1;0.02;
rostbalken abgelagertes;1;0.02;
abgelagertes material;1;0.02;
gondo und;1;0.02;
und talseitig;1;0.02;
sehr oberfl;1;0.02;
oberfl chennahe;1;0.02;
chennahe bewehrung;1;0.02;
starke verf;1;0.02;
rbung infolge;1;0.02;
infolge witterung;1;0.02;
material hat;1;0.02;
oder belastung;1;0.02;
hat derzeit;1;0.02;
derzeit keinen;1;0.02;
quer mit;1;0.02;
mit zum;1;0.02;
teil netzartiger;1;0.02;
netzartiger ausweitung;1;0.02;
ausweitung teils;1;0.02;
teils bereits;1;0.02;
bereits verf;1;0.02;
llt und;1;0.02;
neu aufgerissen;1;0.02;
aufgerissen vereinzelt;1;0.02;
die reparatur;1;0.02;
reparatur heissvergussmasse;1;0.02;
heissvergussmasse wieder;1;0.02;
wieder abgenutzt;1;0.02;
abgenutzt bzw;1;0.02;
bzw ausgewaschen;1;0.02;
mechanischer schaden;1;0.02;
netzrisse verdacht;1;0.02;
schen in;1;0.02;
keinen negativen;1;0.02;
berdeckung lokal;1;0.02;
vereinzelte korrodierte;1;0.02;
heruntergefallene blechabdeckung;1;0.02;
rissbild rissbreite;1;0.02;
bei grossteil;1;0.02;
grossteil aller;1;0.02;
aller befestigungsankern;1;0.02;
befestigungsankern und;1;0.02;
und muttern;1;0.02;
in erheblichem;1;0.02;
noch keine;1;0.02;
keine abplatzungen;1;0.02;
die trag;1;0.02;
grossem umfang;1;0.02;
trag und;1;0.02;
und gebrauchstauglichkeit;1;0.02;
gebrauchstauglichkeit des;1;0.02;
und betonausbr;1;0.02;
des werkes;1;0.02;
berme zu;1;0.02;
berwachsen mit;1;0.02;
mit b;1;0.02;
schalungsn gel;1;0.02;
sseren b;1;0.02;
umen wachsendes;1;0.02;
wachsendes wurzelwerk;1;0.02;
wurzelwerk hat;1;0.02;
hat eine;1;0.02;
eine schadhafte;1;0.02;
schadhafte einwirkung;1;0.02;
einwirkung auf;1;0.02;
den spritzbeton;1;0.02;
spritzbeton losl;1;0.02;
und schalungsteile;1;0.02;
sungen absprengungen;1;0.02;
vereinzelt verschiedene;1;0.02;
schalungsteile nicht;1;0.02;
und losl;1;0.02;
sungen fortschreitend;1;0.02;
sten gef;1;0.02;
llt wachsende;1;0.02;
wachsende vegetation;1;0.02;
bewuchs hat;1;0.02;
hat einen;1;0.02;
einen negativen;1;0.02;
spritzbetonwand da;1;0.02;
da der;1;0.02;
der wurzeldruck;1;0.02;
wurzeldruck der;1;0.02;
der bestockung;1;0.02;
bestockung zu;1;0.02;
zu rissbildungen;1;0.02;
rissbildungen in;1;0.02;
spritzbetonwand f;1;0.02;
hrt und;1;0.02;
sogar zu;1;0.02;
zu ausbr;1;0.02;
klaffende losl;1;0.02;
losl sung;1;0.02;
rinne vom;1;0.02;
vom spritzbeton;1;0.02;
spritzbeton riss;1;0.02;
freiligende bewehrungen;1;0.02;
breit 5;1;0.02;
5 7;1;0.02;
cm horizontal;1;0.02;
horizontal versetzt;1;0.02;
versetzt und;1;0.02;
bewehrungen mit;1;0.02;
westwand bzw;1;0.02;
zwangsrisse mehrheitlich;1;0.02;
bzw berlaufwand;1;0.02;
berlaufwand links;1;0.02;
links und;1;0.02;
und rechts;1;0.02;
rechts im;1;0.02;
kiesnest 1;1;0.02;
frostabplatzungen fl;1;0.02;
rohrteile verlaufen;1;0.02;
verlaufen ungleichm;1;0.02;
verticales dues;1;0.02;
ungleichm ssig;1;0.02;
ssig es;1;0.02;
mehrere verdrehungen;1;0.02;
apparente en;1;0.02;
apparentes sur;1;0.02;
zone tendue;1;0.02;
de coulures;1;0.02;
folglich korrosion;1;0.02;
am widerlager;1;0.02;
widerlager dem;1;0.02;
dem stahltr;1;0.02;
verdrehungen erkennbar;1;0.02;
letztes rohrst;1;0.02;
den lagern;1;0.02;
gerissen;1;0.02;betr gt(4)|hi 2024(2)|rissl nge(2)|nge betr(2)|cm und(2)|und rissbreite(2)|rissbreite betr(2)|bernommen aus(1)|aus hi(1)|sichtbar durch(1)|durch ausfl(1)|ausfl sse(1)|sse unten(1)|gt 70(1)|70 cm(1)|gt 20(1)|20 mm(1)|mm die(1)|die rissbreite(1)|rissbreite hat(1)|hat sich(1)|sich seit(1)|seit der(1)|der letzten(1)|letzten inspektion(1)|inspektion im(1)|im jahr(1)|jahr 2020(1)|2020 verdoppel(1)|verdoppel dies(1)|dies deutet(1)|deutet auf(1)|auf eine(1)|eine verschiebung(1)|verschiebung der(1)|der st(1)|st tzmauer(1)|tzmauer hin(1)|momentan noch(1)|noch unproblematisch(1)|gt 50(1)|50 cm(1)|gt bis(1)|bis 0(1)|0 5(1)|5 mm(1)|setzungen bis(1)|bis zu(1)|zu 15(1)|15 cm(1)|von hi(1)|2024 bernommen(1)|insgesamt ca(1)|ca 28(1)|28 0(1)|0 m(1)|alle(1)
et gonflement;1;0.02;
ton armatures;1;0.02;
apparente avance;1;0.02;
avance pas;1;0.02;
ck inkl;1;0.02;
inkl mauer;1;0.02;
vom auslaufbauwerk;1;0.02;
conduite avec;1;0.02;
ts qui;1;0.02;
qui viennent;1;0.02;
viennent de;1;0.02;
en crassement;1;0.02;
et aussi;1;0.02;
aussi de;1;0.02;
aufgrund variabler;1;0.02;
variabler feuchtigkeit;1;0.02;
aus defektem;1;0.02;
defektem fb;1;0.02;
infolge undichte;1;0.02;
undichte fahrbahn;1;0.02;
in um;1;0.02;
die flickstelle;1;0.02;
auslaufbauwerk sind;1;0.02;
untersicht ist;1;0.02;
ist feucht;1;0.02;
feucht kondens;1;0.02;
kondens und;1;0.02;
die stahlschalung;1;0.02;
stahlschalung weist;1;0.02;
weist korrosionserscheinungen;1;0.02;
korrosionserscheinungen auf;1;0.02;
mit sichtbar;1;0.02;
sichtbar korrodierter;1;0.02;
sind nach;1;0.02;
enrobage apr;1;0.02;
s gonflement;1;0.02;
hungen rissen;1;0.02;
grosse undichtigkeiten;1;0.02;
undichtigkeiten aus;1;0.02;
unten verdreht;1;0.02;
oder betonierfugen;1;0.02;
verdreht vermutlich;1;0.02;
au mouvement;1;0.02;
mouvement du;1;0.02;
mur emp;1;0.02;
e fissure;1;0.02;
der lagerbank;1;0.02;
lagerbank aufgrund;1;0.02;
feuchtigkeit des;1;0.02;
des undichten;1;0.02;
des portails;1;0.02;
undichtigkeit bei;1;0.02;
infolge kolkbildung;1;0.02;
rissbildung in;1;0.02;
kolkbildung und;1;0.02;
resultierende setzung;1;0.02;
ts l;1;0.02;
plus accentu;1;0.02;
accentu s;1;0.02;
s qu;1;0.02;
5 ans;1;0.02;
probablement pas;1;0.02;
it pr;1;0.02;
setzung im;1;0.02;
bei block;1;0.02;
block 8;1;0.02;
diverse stellen;1;0.02;
starke wasseraustritte;1;0.02;
lokal starke;1;0.02;
evolution lente;1;0.02;
lente du;1;0.02;
bergseitig 5;1;0.02;
mur par;1;0.02;
5 risse;1;0.02;
au cadre;1;0.02;
kleine netzartige;1;0.02;
ts efflorescences;1;0.02;
stark kalkausscheidungen;1;0.02;
kalkausscheidungen talseitig;1;0.02;
bitume amenant;1;0.02;
amenant une;1;0.02;
une perte;1;0.02;
perte d;1;0.02;
von erd;1;0.02;
erd und;1;0.02;
und steinmaterial;1;0.02;
steinmaterial rohre;1;0.02;
rohre teilweise;1;0.02;
teilweise verformt;1;0.02;
talseitig ohne;1;0.02;
und hinteren;1;0.02;
hinteren bereich;1;0.02;
bereich mehrheitlich;1;0.02;
mehrheitlich vollst;1;0.02;
ndig verschlossen;1;0.02;
bis 6;1;0.02;
cm setzung;1;0.02;
setzung horizontal;1;0.02;
total vermoost;1;0.02;
vermoost mauerkrone;1;0.02;
ndig berwachsen;1;0.02;
du l;1;0.02;
l s;1;0.02;
s bitumineux;1;0.02;
intervention r;1;0.02;
e renfort;1;0.02;
ohne kalk;1;0.02;
kalk rissbreite;1;0.02;
oder losen;1;0.02;
losen gerissenen;1;0.02;
gerissenen m;1;0.02;
von abdeckung;1;0.02;
abdeckung ankerk;1;0.02;
ankerk pfe;1;0.02;
lose mauersteine;1;0.02;
bewehrungskorrosion oder;1;0.02;
oder holzeinlagen;1;0.02;
zwangsrisse zwangsrisse;1;0.02;
mit r;1;0.02;
r tlichen;1;0.02;
tlichen aussinterungen;1;0.02;
temperaturschwankungen versintert;1;0.02;
verstopfter auslauf;1;0.02;
der ausdehnung;1;0.02;
ausdehnung der;1;0.02;
der kanth;1;0.02;
kanth lzer;1;0.02;
lzer ausf;1;0.02;
stadium aufgrund;1;0.02;
stellen ca;1;0.02;
ca 80cm;1;0.02;
feuchtigkeit u;1;0.02;
a auch;1;0.02;
auch von;1;0.02;
mm vornehmlich;1;0.02;
vornehmlich an;1;0.02;
an topografischen;1;0.02;
topografischen zwangspunkten;1;0.02;
zwangspunkten wie;1;0.02;
wie kuppen;1;0.02;
kuppen und;1;0.02;
und mulden;1;0.02;
mulden teilweise;1;0.02;
einem entw;1;0.02;
gende l;1;0.02;
mehrheitlich rissbreite;1;0.02;
des entw;1;0.02;
hrchen mit;1;0.02;
am wl;1;0.02;
sichtbare und;1;0.02;
zyklen vereinzelt;1;0.02;
und korrodierte;1;0.02;
sind hohlstellen;1;0.02;
hohlstellen festgestellt;1;0.02;
festgestellt worden;1;0.02;
das rissbild;1;0.02;
aufgrund nicht;1;0.02;
nicht gen;1;0.02;
gen gender;1;0.02;
gender bew;1;0.02;
fr hstudium;1;0.02;
hstudium hin;1;0.02;
hin risse;1;0.02;
bew berdeckung;1;0.02;
gige korrosion;1;0.02;
ev aar;1;0.02;
aar momentan;1;0.02;
momentan nicht;1;0.02;
nicht kritisch;1;0.02;
ngsriss durchgehend;1;0.02;
tropfendes bis;1;0.02;
bis fliessendes;1;0.02;
fliessendes wasser;1;0.02;
deckel ist;1;0.02;
angerostet zugang;1;0.02;
zugang nur;1;0.02;
berdeckung leichte;1;0.02;
ber hohlkasten;1;0.02;
hohlkasten m;1;0.02;
aar jedoch;1;0.02;
nur mit;1;0.02;
mit wenigen;1;0.02;
wenigen aussinterungen;1;0.02;
aufgrund feuchtestellen;1;0.02;
aus undichtigkeiten;1;0.02;
leichte qs;1;0.02;
effizienz der;1;0.02;
verankerung aufgrund;1;0.02;
der aar;1;0.02;
den sind;1;0.02;
sind gemindert;1;0.02;
mit kalkausscheidgungen;1;0.02;
kalkausscheidgungen im;1;0.02;
l ngsriegel;1;0.02;
verlust und;1;0.02;
belagsrisse meist;1;0.02;
meist verf;1;0.02;
gige l;1;0.02;
ngsrisse teilweise;1;0.02;
bei fb;1;0.02;
zwei schlagl;1;0.02;
erhebliche korrosion;1;0.02;
gravier d;1;0.02;
s des;1;0.02;
fauts d;1;0.02;
cution sont;1;0.02;
an horizontalkraftlager;1;0.02;
am unterflansch;1;0.02;
constation ne;1;0.02;
ne poss;1;0.02;
poss de;1;0.02;
de aucune;1;0.02;
aucune description;1;0.02;
description et;1;0.02;
mit ungen;1;0.02;
j pas;1;0.02;
gender haftfestigkeit;1;0.02;
haftfestigkeit abl;1;0.02;
2024 elle;1;0.02;
sung ca;1;0.02;
starke abl;1;0.02;
e ici;1;0.02;
longitudinales orient;1;0.02;
orient es;1;0.02;
absprengungen sowie;1;0.02;
feinen rissbildungen;1;0.02;
re parall;1;0.02;
parall le;1;0.02;
le au;1;0.02;
au caniveau;1;0.02;
visibles proximit;1;0.02;
angle entre;1;0.02;
les escaliers;1;0.02;
escaliers et;1;0.02;
le pi;1;0.02;
une niche;1;0.02;
niche pr;1;0.02;
freilegende abdichtung;1;0.02;
ts au;1;0.02;
au sud;1;0.02;
abdichtung bei;1;0.02;
ouvrage clats;1;0.02;
clats efflorescences;1;0.02;
efflorescences absence;1;0.02;
bei ansprengungen;1;0.02;
tement encrassement;1;0.02;
encrassement zone;1;0.02;
de niches;1;0.02;
niches pour;1;0.02;
pour arriv;1;0.02;
arriv es;1;0.02;
ansprengungen der;1;0.02;
gunitabdichtung bzw;1;0.02;
im alten;1;0.02;
alten beton;1;0.02;
beton rissbreite;1;0.02;
bzw spritzbeotn;1;0.02;
nicht bestimmbar;1;0.02;
fortgeschrittene korrosion;1;0.02;
ssigem querschnittsverlust;1;0.02;
spritzbeotn gelocht;1;0.02;
grossem ausmass;1;0.02;
der alten;1;0.02;
alten undichtigkeit;1;0.02;
une porte;1;0.02;
gelocht und;1;0.02;
s un;1;0.02;
un local;1;0.02;
local technique;1;0.02;
technique est;1;0.02;
und verspr;1;0.02;
chaux est;1;0.02;
partie horizontale;1;0.02;
horizontale d;1;0.02;
portalaufbordung jeweils;1;0.02;
mit verschieden;1;0.02;
verschieden abplatzungen;1;0.02;
portalaufbordung praktisch;1;0.02;
visibles le;1;0.02;
praktisch auf;1;0.02;
oben sowie;1;0.02;
mit rissbildungen;1;0.02;
ngs stark;1;0.02;
riss mittig;1;0.02;
ca 16;1;0.02;
16 m;1;0.02;
ca mittig;1;0.02;
ca 14;1;0.02;
14 00;1;0.02;
00 m;1;0.02;
aufbordung freiliegend;1;0.02;
un caillage;1;0.02;
la coupole;1;0.02;
coupole de;1;0.02;
freiliegend gunitoberfl;1;0.02;
fermeture est;1;0.02;
aufbordung und;1;0.02;
und von;1;0.02;
mur aux;1;0.02;
zones soumises;1;0.02;
soumises la;1;0.02;
gunitabdichtung spritzbeton;1;0.02;
ouverture sont;1;0.02;
spritzbeton auf;1;0.02;
transversales espac;1;0.02;
r guliere;1;0.02;
guliere le;1;0.02;
st abdichtung;1;0.02;
abdichtung g;1;0.02;
sentes en;1;0.02;
mur le;1;0.02;
g nzlich;1;0.02;
bergseitigen r;1;0.02;
nzlich verspr;1;0.02;
ckwand und;1;0.02;
der deckenuntersicht;1;0.02;
det und;1;0.02;
weist starke;1;0.02;
folglich bewehrungskorrosion;1;0.02;
abplatzungen als;1;0.02;
starke alterungserscheinungen;1;0.02;
abplatzungen 50;1;0.02;
alterungserscheinungen auf;1;0.02;
mit erheblichemquerschnittsverlust;1;0.02;
aus wekleitungen;1;0.02;
sichtbar und;1;0.02;
und akustisch;1;0.02;
akustisch wahrnehmbarer;1;0.02;
wahrnehmbarer lose;1;0.02;
lose mittellammelle;1;0.02;
mittellammelle des;1;0.02;
bei wl;1;0.02;
wl brig;1;0.02;
brig und;1;0.02;
infolge holzeinlage;1;0.02;
mur la;1;0.02;
la limite;1;0.02;
limite avec;1;0.02;
holzeinlage oder;1;0.02;
quelques clats;1;0.02;
visibles aux;1;0.02;
mit freiliegende;1;0.02;
llt teilweise;1;0.02;
rieures des;1;0.02;
teilweise neue;1;0.02;
und abdichtungssystem;1;0.02;
abdichtungssystem ev;1;0.02;
ev auch;1;0.02;
auch ltere;1;0.02;
ltere spuren;1;0.02;
verticales sont;1;0.02;
murs lat;1;0.02;
lat raux;1;0.02;
raux elles;1;0.02;
elles se;1;0.02;
se pr;1;0.02;
sentent r;1;0.02;
rement env;1;0.02;
obstruction par;1;0.02;
m d;1;0.02;
d espacement;1;0.02;
espacement tout;1;0.02;
par concr;1;0.02;
concr tion;1;0.02;
insuffisant sur;1;0.02;
les marches;1;0.02;
rieures de;1;0.02;
coffrages mal;1;0.02;
insuffisant localement;1;0.02;
plusieurs endroits;1;0.02;
armatures fortement;1;0.02;
mal nettoy;1;0.02;
s lors;1;0.02;
la niche;1;0.02;
niche en;1;0.02;
probablement fissuration;1;0.02;
fissuration avant;1;0.02;
avant pose;1;0.02;
cm sichtbar;1;0.02;
stalactites la;1;0.02;
microfissures de;1;0.02;
aucun signe;1;0.02;
dalle dans;1;0.02;
centrale c;1;0.02;
brig sur;1;0.02;
petite surface;1;0.02;
de train;1;0.02;
train es;1;0.02;
eau sont;1;0.02;
visibles verticalement;1;0.02;
signe de;1;0.02;
surface int;1;0.02;
du puit;1;0.02;
puit de;1;0.02;
de lumi;1;0.02;
rieure sur;1;0.02;
re ces;1;0.02;
res ont;1;0.02;
ont l;1;0.02;
choc au;1;0.02;
air s;1;0.02;
inf du;1;0.02;
ches au;1;0.02;
caisson sur;1;0.02;
la rue;1;0.02;
faces des;1;0.02;
marches d;1;0.02;
d escaliers;1;0.02;
escaliers ou;1;0.02;
ou dans;1;0.02;
rue de;1;0.02;
de bellerive;1;0.02;
face caisson;1;0.02;
rouille est;1;0.02;
als auf;1;0.02;
der frontmauer;1;0.02;
verschiebung horizontal;1;0.02;
murs l;1;0.02;
mit sud;1;0.02;
murs aux;1;0.02;
s nord;1;0.02;
nord et;1;0.02;
et sud;1;0.02;
visibles depuis;1;0.02;
autoroute sur;1;0.02;
face sud;1;0.02;
an freiliegender;1;0.02;
schwindrisse 0;1;0.02;
mangelhafte verzinkung;1;0.02;
nur oberfl;1;0.02;
aufgrund wassereintritt;1;0.02;
wassereintritt in;1;0.02;
den hohlkasten;1;0.02;
hohlkasten aus;1;0.02;
aus werkleitungen;1;0.02;
mur sud;1;0.02;
sud des;1;0.02;
surface des;1;0.02;
hinterseite der;1;0.02;
bas des;1;0.02;
escaliers sur;1;0.02;
le palier;1;0.02;
palier interm;1;0.02;
interm diaire;1;0.02;
diaire des;1;0.02;
escaliers subit;1;0.02;
subit un;1;0.02;
un fa;1;0.02;
de sa;1;0.02;
sa surface;1;0.02;
2 kleine;1;0.02;
versintert;1;0.02;verdacht auf(1)|auf aar(1)|aar da(1)|da risse(1)|risse nicht(1)|nicht kornrundend(1)|kornrundend verlaufen(1)
bei schachtdeckel;1;0.02;
schachtdeckel l;1;0.02;
centrale jonction;1;0.02;
tubes d;1;0.02;
du manchon;1;0.02;
mehr ffnen;1;0.02;
ffnen einstieg;1;0.02;
einstieg nur;1;0.02;
ber hk;1;0.02;
hk m;1;0.02;
schlecht entfernte;1;0.02;
schalungsteile und;1;0.02;
t sierre;1;0.02;
hohlstellen ber;1;0.02;
rechen st;1;0.02;
st be;1;0.02;
be im;1;0.02;
teil stark;1;0.02;
appui se;1;0.02;
cassure visible;1;0.02;
visible du;1;0.02;
trouve l;1;0.02;
einzelne nicht;1;0.02;
nicht instandgesetzt;1;0.02;
instandgesetzt fl;1;0.02;
de glissement;1;0.02;
dalle caisson;1;0.02;
an decken;1;0.02;
caisson sans;1;0.02;
t verd;1;0.02;
verd tre;1;0.02;
defekte betonplatte;1;0.02;
sstenteils behoben;1;0.02;
behoben teilweise;1;0.02;
teilweise an;1;0.02;
mauerkrone nicht;1;0.02;
nicht vollkommen;1;0.02;
vollkommen behoben;1;0.02;
behoben bis;1;0.02;
lokal korrosionsspuren;1;0.02;
korrosionsspuren mit;1;0.02;
hohe luftfeuchtigkeit;1;0.02;
luftfeuchtigkeit und;1;0.02;
und kondensat;1;0.02;
kondensat am;1;0.02;
am beton;1;0.02;
ment cass;1;0.02;
mehreren m2;1;0.02;
